date;state;country;confirmed
2020-04-05;;Saint Vincent and the Grenadines;7
2020-04-05;;San Marino;266
2020-04-05;;Sao Tome and Principe;0
2020-04-05;;Saudi Arabia;2402
2020-04-05;;Senegal;222
2020-04-05;;Serbia;1908
2020-04-05;;Seychelles;10
2020-04-05;;Sierra Leone;6
2020-04-05;;Singapore;1309
2020-04-05;;Slovakia;485
2020-04-05;;Slovenia;997
2020-04-05;;Somalia;7
2020-04-05;;South Africa;1655
2020-04-05;;South Sudan;1
2020-04-05;;Spain;131646
2020-04-05;;Sri Lanka;176
2020-04-05;;Sudan;12
2020-04-05;;Suriname;10
2020-04-05;;Sweden;7172
2020-04-05;;Switzerland;21100
2020-04-05;;Syria;19
2020-04-05;;Taiwan*;363
2020-04-05;;Tajikistan;0
2020-04-05;;Tanzania;22
2020-04-05;;Thailand;2169
2020-04-05;;Timor-Leste;1
2020-04-05;;Togo;44
2020-04-05;;Trinidad and Tobago;104
2020-04-05;;Tunisia;574
2020-04-05;;Turkey;27069
2020-04-05;;US;337573
2020-04-05;;Uganda;52
2020-04-05;;Ukraine;1308
2020-04-05;;United Arab Emirates;1799
2020-04-05;;United Kingdom;60792
2020-04-05;;Uruguay;406
2020-04-05;;Uzbekistan;342
2020-04-05;;Venezuela;159
2020-04-05;;Vietnam;241
2020-04-05;;West Bank and Gaza;237
2020-04-05;;Western Sahara;4
2020-04-05;;Yemen;0
2020-04-05;;Zambia;39
2020-04-05;;Zimbabwe;9
2020-04-05;Alberta;Canada;1181
2020-04-05;Anguilla;United Kingdom;3
2020-04-05;Anhui;China;990
2020-04-05;Aruba;Netherlands;64
2020-04-05;Australian Capital Territory;Australia;96
2020-04-05;Beijing;China;586
2020-04-05;Bermuda;United Kingdom;37
2020-04-05;Bonaire, Sint Eustatius and Saba;Netherlands;2
2020-04-05;British Columbia;Canada;1203
2020-04-05;British Virgin Islands;United Kingdom;3
2020-04-05;Cayman Islands;United Kingdom;35
2020-04-05;Channel Islands;United Kingdom;309
2020-04-05;Chongqing;China;579
2020-04-05;Curacao;Netherlands;11
2020-04-05;Diamond Princess;Canada;0
2020-04-05;Falkland Islands (Malvinas);United Kingdom;2
2020-04-05;Faroe Islands;Denmark;181
2020-04-05;French Guiana;France;61
2020-04-05;French Polynesia;France;41
2020-04-05;Fujian;China;350
2020-04-05;Gansu;China;138
2020-04-05;Gibraltar;United Kingdom;103
2020-04-05;Grand Princess;Canada;13
2020-04-05;Greenland;Denmark;11
2020-04-05;Guadeloupe;France;135
2020-04-05;Guangdong;China;1524
2020-04-05;Guangxi;China;254
2020-04-05;Guizhou;China;146
2020-04-05;Hainan;China;168
2020-04-05;Hebei;China;327
2020-04-05;Heilongjiang;China;504
2020-04-05;Henan;China;1276
2020-04-05;Hong Kong;China;890
2020-04-05;Hubei;China;67803
2020-04-05;Hunan;China;1019
2020-04-05;Inner Mongolia;China;117
2020-04-05;Isle of Man;United Kingdom;127
2020-04-05;Jiangsu;China;651
2020-04-05;Jiangxi;China;937
2020-04-05;Jilin;China;98
2020-04-05;Liaoning;China;142
2020-04-05;Macau;China;44
2020-04-05;Manitoba;Canada;203
2020-04-05;Martinique;France;149
2020-04-05;Mayotte;France;147
2020-04-05;Montserrat;United Kingdom;6
2020-04-05;New Brunswick;Canada;98
2020-04-05;New Caledonia;France;18
2020-04-05;New South Wales;Australia;2580
2020-04-05;Newfoundland and Labrador;Canada;217
2020-04-05;Ningxia;China;75
2020-04-05;Northern Territory;Australia;27
2020-04-05;Northwest Territories;Canada;4
2020-04-05;Nova Scotia;Canada;262
2020-04-05;Ontario;Canada;4354
2020-04-05;Prince Edward Island;Canada;22
2020-04-05;Qinghai;China;18
2020-04-05;Quebec;Canada;7944
2020-04-05;Queensland;Australia;907
2020-04-05;Reunion;France;344
2020-04-05;Saint Barthelemy;France;6
2020-04-05;Saint Pierre and Miquelon;France;1
2020-04-05;Saskatchewan;Canada;249
2020-04-05;Shaanxi;China;256
2020-04-05;Shandong;China;779
2020-04-05;Shanghai;China;531
2020-04-05;Shanxi;China;138
2020-04-05;Sichuan;China;558
2020-04-05;Sint Maarten;Netherlands;25
2020-04-05;South Australia;Australia;407
2020-04-05;St Martin;France;32
2020-04-05;Tasmania;Australia;82
2020-04-05;Tianjin;China;180
2020-04-05;Tibet;China;1
2020-04-05;Turks and Caicos Islands;United Kingdom;5
2020-04-05;Victoria;Australia;1135
2020-04-05;Western Australia;Australia;453
2020-04-05;Xinjiang;China;76
2020-04-05;Yukon;Canada;6
2020-04-05;Yunnan;China;184
2020-04-05;Zhejiang;Afghanistan;349
2020-04-05;Zhejiang;Albania;361
2020-04-05;Zhejiang;Algeria;1320
2020-04-05;Zhejiang;Andorra;501
2020-04-05;Zhejiang;Angola;14
2020-04-05;Zhejiang;Antigua and Barbuda;15
2020-04-05;Zhejiang;Argentina;1451
2020-04-05;Zhejiang;Armenia;822
2020-04-05;Zhejiang;Austria;12051
2020-04-05;Zhejiang;Azerbaijan;584
2020-04-05;Zhejiang;Bahamas;28
2020-04-05;Zhejiang;Bahrain;700
2020-04-05;Zhejiang;Bangladesh;88
2020-04-05;Zhejiang;Barbados;56
2020-04-05;Zhejiang;Belarus;562
2020-04-05;Zhejiang;Belgium;19691
2020-04-05;Zhejiang;Belize;5
2020-04-05;Zhejiang;Benin;22
2020-04-05;Zhejiang;Bhutan;5
2020-04-05;Zhejiang;Bolivia;157
2020-04-05;Zhejiang;Bosnia and Herzegovina;654
2020-04-05;Zhejiang;Botswana;6
2020-04-05;Zhejiang;Brazil;11130
2020-04-05;Zhejiang;Brunei;135
2020-04-05;Zhejiang;Bulgaria;531
2020-04-05;Zhejiang;Burkina Faso;345
2020-04-05;Zhejiang;Burma;21
2020-04-05;Zhejiang;Burundi;3
2020-04-05;Zhejiang;Cabo Verde;7
2020-04-05;Zhejiang;Cambodia;114
2020-04-05;Zhejiang;Cameroon;650
2020-04-05;Zhejiang;Central African Republic;8
2020-04-05;Zhejiang;Chad;9
2020-04-05;Zhejiang;Chile;4665
2020-04-05;Zhejiang;China;1263
2020-04-05;Zhejiang;Colombia;1485
2020-04-05;Zhejiang;Comoros;0
2020-04-05;Zhejiang;Congo (Brazzaville);45
2020-04-05;Zhejiang;Congo (Kinshasa);154
2020-04-05;Zhejiang;Costa Rica;454
2020-04-05;Zhejiang;Cote d'Ivoire;261
2020-04-05;Zhejiang;Croatia;1182
2020-04-05;Zhejiang;Cuba;320
2020-04-05;Zhejiang;Cyprus;446
2020-04-05;Zhejiang;Czechia;4587
2020-04-05;Zhejiang;Denmark;4369
2020-04-05;Zhejiang;Diamond Princess;712
2020-04-05;Zhejiang;Djibouti;59
2020-04-05;Zhejiang;Dominica;14
2020-04-05;Zhejiang;Dominican Republic;1745
2020-04-05;Zhejiang;Ecuador;3646
2020-04-05;Zhejiang;Egypt;1173
2020-04-05;Zhejiang;El Salvador;62
2020-04-05;Zhejiang;Equatorial Guinea;16
2020-04-05;Zhejiang;Eritrea;29
2020-04-05;Zhejiang;Estonia;1097
2020-04-05;Zhejiang;Eswatini;9
2020-04-05;Zhejiang;Ethiopia;43
2020-04-05;Zhejiang;Fiji;12
2020-04-05;Zhejiang;Finland;1927
2020-04-05;Zhejiang;France;70478
2020-04-05;Zhejiang;Gabon;21
2020-04-05;Zhejiang;Gambia;4
2020-04-05;Zhejiang;Georgia;174
2020-04-05;Zhejiang;Germany;100123
2020-04-05;Zhejiang;Ghana;214
2020-04-05;Zhejiang;Greece;1735
2020-04-05;Zhejiang;Grenada;12
2020-04-05;Zhejiang;Guatemala;61
2020-04-05;Zhejiang;Guinea;121
2020-04-05;Zhejiang;Guinea-Bissau;18
2020-04-05;Zhejiang;Guyana;24
2020-04-05;Zhejiang;Haiti;21
2020-04-05;Zhejiang;Holy See;7
2020-04-05;Zhejiang;Honduras;268
2020-04-05;Zhejiang;Hungary;733
2020-04-05;Zhejiang;Iceland;1486
2020-04-05;Zhejiang;India;3588
2020-04-05;Zhejiang;Indonesia;2273
2020-04-05;Zhejiang;Iran;58226
2020-04-05;Zhejiang;Iraq;961
2020-04-05;Zhejiang;Ireland;4994
2020-04-05;Zhejiang;Israel;8430
2020-04-05;Zhejiang;Italy;128948
2020-04-05;Zhejiang;Jamaica;58
2020-04-05;Zhejiang;Japan;3876
2020-04-05;Zhejiang;Jordan;345
2020-04-05;Zhejiang;Kazakhstan;584
2020-04-05;Zhejiang;Kenya;142
2020-04-05;Zhejiang;Korea, South;10237
2020-04-05;Zhejiang;Kosovo;140
2020-04-05;Zhejiang;Kuwait;556
2020-04-05;Zhejiang;Kyrgyzstan;147
2020-04-05;Zhejiang;Laos;11
2020-04-05;Zhejiang;Latvia;533
2020-04-05;Zhejiang;Lebanon;527
2020-04-05;Zhejiang;Lesotho;0
2020-04-05;Zhejiang;Liberia;13
2020-04-05;Zhejiang;Libya;18
2020-04-05;Zhejiang;Liechtenstein;77
2020-04-05;Zhejiang;Lithuania;811
2020-04-05;Zhejiang;Luxembourg;2804
2020-04-05;Zhejiang;MS Zaandam;9
2020-04-05;Zhejiang;Madagascar;72
2020-04-05;Zhejiang;Malawi;4
2020-04-05;Zhejiang;Malaysia;3662
2020-04-05;Zhejiang;Maldives;19
2020-04-05;Zhejiang;Mali;45
2020-04-05;Zhejiang;Malta;227
2020-04-05;Zhejiang;Mauritania;6
2020-04-05;Zhejiang;Mauritius;227
2020-04-05;Zhejiang;Mexico;2143
2020-04-05;Zhejiang;Moldova;864
2020-04-05;Zhejiang;Monaco;73
2020-04-05;Zhejiang;Mongolia;14
2020-04-05;Zhejiang;Montenegro;214
2020-04-05;Zhejiang;Morocco;1021
2020-04-05;Zhejiang;Mozambique;10
2020-04-05;Zhejiang;Namibia;16
2020-04-05;Zhejiang;Nepal;9
2020-04-05;Zhejiang;Netherlands;17851
2020-04-05;Zhejiang;New Zealand;1039
2020-04-05;Zhejiang;Nicaragua;6
2020-04-05;Zhejiang;Niger;184
2020-04-05;Zhejiang;Nigeria;232
2020-04-05;Zhejiang;North Macedonia;555
2020-04-05;Zhejiang;Norway;5687
2020-04-05;Zhejiang;Oman;298
2020-04-05;Zhejiang;Pakistan;3766
2020-04-05;Zhejiang;Panama;1801
2020-04-05;Zhejiang;Papua New Guinea;1
2020-04-05;Zhejiang;Paraguay;104
2020-04-05;Zhejiang;Peru;2281
2020-04-05;Zhejiang;Philippines;3246
2020-04-05;Zhejiang;Poland;4102
2020-04-05;Zhejiang;Portugal;11278
2020-04-05;Zhejiang;Qatar;1604
2020-04-05;Zhejiang;Romania;3864
2020-04-05;Zhejiang;Russia;5389
2020-04-05;Zhejiang;Rwanda;104
2020-04-05;Zhejiang;Saint Kitts and Nevis;10
2020-04-05;Zhejiang;Saint Lucia;14
2020-04-05;Zhejiang;Saint Vincent and the Grenadines;7
2020-04-05;Zhejiang;San Marino;266
2020-04-05;Zhejiang;Sao Tome and Principe;0
2020-04-05;Zhejiang;Saudi Arabia;2402
2020-04-05;Zhejiang;Senegal;222
2020-04-05;Zhejiang;Serbia;1908
2020-04-05;Zhejiang;Seychelles;10
2020-04-05;Zhejiang;Sierra Leone;6
2020-04-05;Zhejiang;Singapore;1309
2020-04-05;Zhejiang;Slovakia;485
2020-04-05;Zhejiang;Slovenia;997
2020-04-05;Zhejiang;Somalia;7
2020-04-05;Zhejiang;South Africa;1655
2020-04-05;Zhejiang;South Sudan;1
2020-04-05;Zhejiang;Spain;131646
2020-04-05;Zhejiang;Sri Lanka;176
2020-04-05;Zhejiang;Sudan;12
2020-04-05;Zhejiang;Suriname;10
2020-04-05;Zhejiang;Sweden;7172
2020-04-05;Zhejiang;Switzerland;21100
2020-04-05;Zhejiang;Syria;19
2020-04-05;Zhejiang;Taiwan*;363
2020-04-05;Zhejiang;Tajikistan;0
2020-04-05;Zhejiang;Tanzania;22
2020-04-05;Zhejiang;Thailand;2169
2020-04-05;Zhejiang;Timor-Leste;1
2020-04-05;Zhejiang;Togo;44
2020-04-05;Zhejiang;Trinidad and Tobago;104
2020-04-05;Zhejiang;Tunisia;574
2020-04-05;Zhejiang;Turkey;27069
2020-04-05;Zhejiang;US;337573
2020-04-05;Zhejiang;Uganda;52
2020-04-05;Zhejiang;Ukraine;1308
2020-04-05;Zhejiang;United Arab Emirates;1799
2020-04-05;Zhejiang;United Kingdom;60792
2020-04-05;Zhejiang;Uruguay;406
2020-04-05;Zhejiang;Uzbekistan;342
2020-04-05;Zhejiang;Venezuela;159
2020-04-05;Zhejiang;Vietnam;241
2020-04-05;Zhejiang;West Bank and Gaza;237
2020-04-05;Zhejiang;Western Sahara;4
2020-04-05;Zhejiang;Yemen;0
2020-04-05;Zhejiang;Zambia;39
2020-04-05;Zhejiang;Zimbabwe;9
2020-04-06;;Afghanistan;367
2020-04-06;;Albania;377
2020-04-06;;Algeria;1423
2020-04-06;;Andorra;525
2020-04-06;;Angola;16
2020-04-06;;Antigua and Barbuda;15
2020-04-06;;Argentina;1554
2020-04-06;;Armenia;833
2020-04-06;;Austria;12297
2020-04-06;;Azerbaijan;641
2020-04-06;;Bahamas;29
2020-04-06;;Bahrain;756
2020-04-06;;Bangladesh;123
2020-04-06;;Barbados;60
2020-04-06;;Belarus;700
2020-04-06;;Belgium;20814
2020-04-06;;Belize;7
2020-04-06;;Benin;26
2020-04-06;;Bhutan;5
2020-04-06;;Bolivia;183
2020-04-06;;Bosnia and Herzegovina;674
2020-04-06;;Botswana;6
2020-04-06;;Brazil;12161
2020-04-06;;Brunei;135
2020-04-06;;Bulgaria;549
2020-04-06;;Burkina Faso;364
2020-04-06;;Burma;22
2020-04-06;;Burundi;3
2020-04-06;;Cabo Verde;7
2020-04-06;;Cambodia;114
2020-04-06;;Cameroon;658
2020-04-06;;Central African Republic;8
2020-04-06;;Chad;9
2020-04-06;;Chile;5009
2020-04-06;;China;1264
2020-04-06;;Colombia;1579
2020-04-06;;Comoros;0
2020-04-06;;Congo (Brazzaville);45
2020-04-06;;Congo (Kinshasa);161
2020-04-06;;Costa Rica;467
2020-04-06;;Cote d'Ivoire;323
2020-04-06;;Croatia;1222
2020-04-06;;Cuba;350
2020-04-06;;Cyprus;465
2020-04-06;;Czechia;4822
2020-04-06;;Denmark;4681
2020-04-06;;Diamond Princess;712
2020-04-06;;Djibouti;90
2020-04-06;;Dominica;15
2020-04-06;;Dominican Republic;1828
2020-04-06;;Ecuador;3747
2020-04-06;;Egypt;1322
2020-04-06;;El Salvador;69
2020-04-06;;Equatorial Guinea;16
2020-04-06;;Eritrea;31
2020-04-06;;Estonia;1108
2020-04-06;;Eswatini;10
2020-04-06;;Ethiopia;44
2020-04-06;;Fiji;14
2020-04-06;;Finland;2176
2020-04-06;;France;74390
2020-04-06;;Gabon;24
2020-04-06;;Gambia;4
2020-04-06;;Georgia;188
2020-04-06;;Germany;103374
2020-04-06;;Ghana;214
2020-04-06;;Greece;1755
2020-04-06;;Grenada;12
2020-04-06;;Guatemala;70
2020-04-06;;Guinea;128
2020-04-06;;Guinea-Bissau;18
2020-04-06;;Guyana;31
2020-04-06;;Haiti;24
2020-04-06;;Holy See;7
2020-04-06;;Honduras;298
2020-04-06;;Hungary;744
2020-04-06;;Iceland;1562
2020-04-06;;India;4778
2020-04-06;;Indonesia;2491
2020-04-06;;Iran;60500
2020-04-06;;Iraq;1031
2020-04-06;;Ireland;5364
2020-04-06;;Israel;8904
2020-04-06;;Italy;132547
2020-04-06;;Jamaica;58
2020-04-06;;Japan;4110
2020-04-06;;Jordan;349
2020-04-06;;Kazakhstan;662
2020-04-06;;Kenya;158
2020-04-06;;Korea, South;10284
2020-04-06;;Kosovo;145
2020-04-06;;Kuwait;665
2020-04-06;;Kyrgyzstan;216
2020-04-06;;Laos;12
2020-04-06;;Latvia;542
2020-04-06;;Lebanon;541
2020-04-06;;Lesotho;0
2020-04-06;;Liberia;14
2020-04-06;;Libya;19
2020-04-06;;Liechtenstein;77
2020-04-06;;Lithuania;843
2020-04-06;;Luxembourg;2843
2020-04-06;;MS Zaandam;9
2020-04-06;;Madagascar;82
2020-04-06;;Malawi;5
2020-04-06;;Malaysia;3793
2020-04-06;;Maldives;19
2020-04-06;;Mali;47
2020-04-06;;Malta;241
2020-04-06;;Mauritania;6
2020-04-06;;Mauritius;244
2020-04-06;;Mexico;2439
2020-04-06;;Moldova;965
2020-04-06;;Monaco;77
2020-04-06;;Mongolia;15
2020-04-06;;Montenegro;233
2020-04-06;;Morocco;1120
2020-04-06;;Mozambique;10
2020-04-06;;Namibia;16
2020-04-06;;Nepal;9
2020-04-06;;Netherlands;18803
2020-04-06;;New Zealand;1106
2020-04-06;;Nicaragua;6
2020-04-06;;Niger;253
2020-04-06;;Nigeria;238
2020-04-06;;North Macedonia;570
2020-04-06;;Norway;5865
2020-04-06;;Oman;331
2020-04-06;;Pakistan;4035
2020-04-06;;Panama;1988
2020-04-06;;Papua New Guinea;2
2020-04-06;;Paraguay;113
2020-04-06;;Peru;2561
2020-04-06;;Philippines;3660
2020-04-06;;Poland;4413
2020-04-06;;Portugal;11730
2020-04-06;;Qatar;1832
2020-04-06;;Romania;4057
2020-04-06;;Russia;6343
2020-04-06;;Rwanda;105
2020-04-06;;Saint Kitts and Nevis;10
2020-04-06;;Saint Lucia;14
2020-04-06;;Saint Vincent and the Grenadines;7
2020-04-06;;San Marino;266
2020-04-06;;Sao Tome and Principe;4
2020-04-06;;Saudi Arabia;2605
2020-04-06;;Senegal;226
2020-04-06;;Serbia;2200
2020-04-06;;Seychelles;11
2020-04-06;;Sierra Leone;6
2020-04-06;;Singapore;1375
2020-04-06;;Slovakia;534
2020-04-06;;Slovenia;1021
2020-04-06;;Somalia;7
2020-04-06;;South Africa;1686
2020-04-06;;South Sudan;1
2020-04-06;;Spain;136675
2020-04-06;;Sri Lanka;178
2020-04-06;;Sudan;12
2020-04-06;;Suriname;10
2020-04-06;;Sweden;7561
2020-04-06;;Switzerland;21657
2020-04-06;;Syria;19
2020-04-06;;Taiwan*;373
2020-04-06;;Tajikistan;0
2020-04-06;;Tanzania;24
2020-04-06;;Thailand;2220
2020-04-06;;Timor-Leste;1
2020-04-06;;Togo;58
2020-04-06;;Trinidad and Tobago;105
2020-04-06;;Tunisia;596
2020-04-06;;Turkey;30217
2020-04-06;;US;367215
2020-04-06;;Uganda;52
2020-04-06;;Ukraine;1319
2020-04-06;;United Arab Emirates;2076
2020-04-06;;United Kingdom;66067
2020-04-06;;Uruguay;415
2020-04-06;;Uzbekistan;457
2020-04-06;;Venezuela;165
2020-04-06;;Vietnam;245
2020-04-06;;West Bank and Gaza;254
2020-04-06;;Western Sahara;4
2020-04-06;;Yemen;0
2020-04-06;;Zambia;39
2020-04-06;;Zimbabwe;10
2020-04-06;Alberta;Canada;1250
2020-04-06;Anguilla;United Kingdom;3
2020-04-06;Anhui;China;990
2020-04-06;Aruba;Netherlands;71
2020-04-06;Australian Capital Territory;Australia;96
2020-04-06;Beijing;China;587
2020-04-06;Bermuda;United Kingdom;39
2020-04-06;Bonaire, Sint Eustatius and Saba;Netherlands;2
2020-04-06;British Columbia;Canada;1266
2020-04-06;British Virgin Islands;United Kingdom;3
2020-04-06;Cayman Islands;United Kingdom;39
2020-04-06;Channel Islands;United Kingdom;323
2020-04-06;Chongqing;China;579
2020-04-06;Curacao;Netherlands;13
2020-04-06;Diamond Princess;Canada;0
2020-04-06;Falkland Islands (Malvinas);United Kingdom;2
2020-04-06;Faroe Islands;Denmark;183
2020-04-06;French Guiana;France;72
2020-04-06;French Polynesia;France;42
2020-04-06;Fujian;China;350
2020-04-06;Gansu;China;139
2020-04-06;Gibraltar;United Kingdom;109
2020-04-06;Grand Princess;Canada;13
2020-04-06;Greenland;Denmark;11
2020-04-06;Guadeloupe;France;135
2020-04-06;Guangdong;China;1532
2020-04-06;Guangxi;China;254
2020-04-06;Guizhou;China;146
2020-04-06;Hainan;China;168
2020-04-06;Hebei;China;327
2020-04-06;Heilongjiang;China;524
2020-04-06;Henan;China;1276
2020-04-06;Hong Kong;China;914
2020-04-06;Hubei;China;67803
2020-04-06;Hunan;China;1019
2020-04-06;Inner Mongolia;China;118
2020-04-06;Isle of Man;United Kingdom;139
2020-04-06;Jiangsu;China;651
2020-04-06;Jiangxi;China;937
2020-04-06;Jilin;China;98
2020-04-06;Liaoning;China;142
2020-04-06;Macau;China;44
2020-04-06;Manitoba;Canada;203
2020-04-06;Martinique;France;151
2020-04-06;Mayotte;France;147
2020-04-06;Montserrat;United Kingdom;6
2020-04-06;New Brunswick;Canada;103
2020-04-06;New Caledonia;France;18
2020-04-06;New South Wales;Australia;2637
2020-04-06;Newfoundland and Labrador;Canada;226
2020-04-06;Ningxia;China;75
2020-04-06;Northern Territory;Australia;28
2020-04-06;Northwest Territories;Canada;5
2020-04-06;Nova Scotia;Canada;293
2020-04-06;Ontario;Canada;4347
2020-04-06;Prince Edward Island;Canada;22
2020-04-06;Qinghai;China;18
2020-04-06;Quebec;Canada;8580
2020-04-06;Queensland;Australia;921
2020-04-06;Reunion;France;349
2020-04-06;Saint Barthelemy;France;6
2020-04-06;Saint Pierre and Miquelon;France;1
2020-04-06;Saskatchewan;Canada;249
2020-04-06;Shaanxi;China;256
2020-04-06;Shandong;China;780
2020-04-06;Shanghai;China;536
2020-04-06;Shanxi;China;138
2020-04-06;Sichuan;China;559
2020-04-06;Sint Maarten;Netherlands;37
2020-04-06;South Australia;Australia;411
2020-04-06;St Martin;France;32
2020-04-06;Tasmania;Australia;86
2020-04-06;Tianjin;China;180
2020-04-06;Tibet;China;1
2020-04-06;Turks and Caicos Islands;United Kingdom;8
2020-04-06;Victoria;Australia;1158
2020-04-06;Western Australia;Australia;460
2020-04-06;Xinjiang;China;76
2020-04-06;Yukon;Canada;6
2020-04-06;Yunnan;China;184
2020-04-06;Zhejiang;Afghanistan;367
2020-04-06;Zhejiang;Albania;377
2020-04-06;Zhejiang;Algeria;1423
2020-04-06;Zhejiang;Andorra;525
2020-04-06;Zhejiang;Angola;16
2020-04-06;Zhejiang;Antigua and Barbuda;15
2020-04-06;Zhejiang;Argentina;1554
2020-04-06;Zhejiang;Armenia;833
2020-04-06;Zhejiang;Austria;12297
2020-04-06;Zhejiang;Azerbaijan;641
2020-04-06;Zhejiang;Bahamas;29
2020-04-06;Zhejiang;Bahrain;756
2020-04-06;Zhejiang;Bangladesh;123
2020-04-06;Zhejiang;Barbados;60
2020-04-06;Zhejiang;Belarus;700
2020-04-06;Zhejiang;Belgium;20814
2020-04-06;Zhejiang;Belize;7
2020-04-06;Zhejiang;Benin;26
2020-04-06;Zhejiang;Bhutan;5
2020-04-06;Zhejiang;Bolivia;183
2020-04-06;Zhejiang;Bosnia and Herzegovina;674
2020-04-06;Zhejiang;Botswana;6
2020-04-06;Zhejiang;Brazil;12161
2020-04-06;Zhejiang;Brunei;135
2020-04-06;Zhejiang;Bulgaria;549
2020-04-06;Zhejiang;Burkina Faso;364
2020-04-06;Zhejiang;Burma;22
2020-04-06;Zhejiang;Burundi;3
2020-04-06;Zhejiang;Cabo Verde;7
2020-04-06;Zhejiang;Cambodia;114
2020-04-06;Zhejiang;Cameroon;658
2020-04-06;Zhejiang;Central African Republic;8
2020-04-06;Zhejiang;Chad;9
2020-04-06;Zhejiang;Chile;5009
2020-04-06;Zhejiang;China;1264
2020-04-06;Zhejiang;Colombia;1579
2020-04-06;Zhejiang;Comoros;0
2020-04-06;Zhejiang;Congo (Brazzaville);45
2020-04-06;Zhejiang;Congo (Kinshasa);161
2020-04-06;Zhejiang;Costa Rica;467
2020-04-06;Zhejiang;Cote d'Ivoire;323
2020-04-06;Zhejiang;Croatia;1222
2020-04-06;Zhejiang;Cuba;350
2020-04-06;Zhejiang;Cyprus;465
2020-04-06;Zhejiang;Czechia;4822
2020-04-06;Zhejiang;Denmark;4681
2020-04-06;Zhejiang;Diamond Princess;712
2020-04-06;Zhejiang;Djibouti;90
2020-04-06;Zhejiang;Dominica;15
2020-04-06;Zhejiang;Dominican Republic;1828
2020-04-06;Zhejiang;Ecuador;3747
2020-04-06;Zhejiang;Egypt;1322
2020-04-06;Zhejiang;El Salvador;69
2020-04-06;Zhejiang;Equatorial Guinea;16
2020-04-06;Zhejiang;Eritrea;31
2020-04-06;Zhejiang;Estonia;1108
2020-04-06;Zhejiang;Eswatini;10
2020-04-06;Zhejiang;Ethiopia;44
2020-04-06;Zhejiang;Fiji;14
2020-04-06;Zhejiang;Finland;2176
2020-04-06;Zhejiang;France;74390
2020-04-06;Zhejiang;Gabon;24
2020-04-06;Zhejiang;Gambia;4
2020-04-06;Zhejiang;Georgia;188
2020-04-06;Zhejiang;Germany;103374
2020-04-06;Zhejiang;Ghana;214
2020-04-06;Zhejiang;Greece;1755
2020-04-06;Zhejiang;Grenada;12
2020-04-06;Zhejiang;Guatemala;70
2020-04-06;Zhejiang;Guinea;128
2020-04-06;Zhejiang;Guinea-Bissau;18
2020-04-06;Zhejiang;Guyana;31
2020-04-06;Zhejiang;Haiti;24
2020-04-06;Zhejiang;Holy See;7
2020-04-06;Zhejiang;Honduras;298
2020-04-06;Zhejiang;Hungary;744
2020-04-06;Zhejiang;Iceland;1562
2020-04-06;Zhejiang;India;4778
2020-04-06;Zhejiang;Indonesia;2491
2020-04-06;Zhejiang;Iran;60500
2020-04-06;Zhejiang;Iraq;1031
2020-04-06;Zhejiang;Ireland;5364
2020-04-06;Zhejiang;Israel;8904
2020-04-06;Zhejiang;Italy;132547
2020-04-06;Zhejiang;Jamaica;58
2020-04-06;Zhejiang;Japan;4110
2020-04-06;Zhejiang;Jordan;349
2020-04-06;Zhejiang;Kazakhstan;662
2020-04-06;Zhejiang;Kenya;158
2020-04-06;Zhejiang;Korea, South;10284
2020-04-06;Zhejiang;Kosovo;145
2020-04-06;Zhejiang;Kuwait;665
2020-04-06;Zhejiang;Kyrgyzstan;216
2020-04-06;Zhejiang;Laos;12
2020-04-06;Zhejiang;Latvia;542
2020-04-06;Zhejiang;Lebanon;541
2020-04-06;Zhejiang;Lesotho;0
2020-04-06;Zhejiang;Liberia;14
2020-04-06;Zhejiang;Libya;19
2020-04-06;Zhejiang;Liechtenstein;77
2020-04-06;Zhejiang;Lithuania;843
2020-04-06;Zhejiang;Luxembourg;2843
2020-04-06;Zhejiang;MS Zaandam;9
2020-04-06;Zhejiang;Madagascar;82
2020-04-06;Zhejiang;Malawi;5
2020-04-06;Zhejiang;Malaysia;3793
2020-04-06;Zhejiang;Maldives;19
2020-04-06;Zhejiang;Mali;47
2020-04-06;Zhejiang;Malta;241
2020-04-06;Zhejiang;Mauritania;6
2020-04-06;Zhejiang;Mauritius;244
2020-04-06;Zhejiang;Mexico;2439
2020-04-06;Zhejiang;Moldova;965
2020-04-06;Zhejiang;Monaco;77
2020-04-06;Zhejiang;Mongolia;15
2020-04-06;Zhejiang;Montenegro;233
2020-04-06;Zhejiang;Morocco;1120
2020-04-06;Zhejiang;Mozambique;10
2020-04-06;Zhejiang;Namibia;16
2020-04-06;Zhejiang;Nepal;9
2020-04-06;Zhejiang;Netherlands;18803
2020-04-06;Zhejiang;New Zealand;1106
2020-04-06;Zhejiang;Nicaragua;6
2020-04-06;Zhejiang;Niger;253
2020-04-06;Zhejiang;Nigeria;238
2020-04-06;Zhejiang;North Macedonia;570
2020-04-06;Zhejiang;Norway;5865
2020-04-06;Zhejiang;Oman;331
2020-04-06;Zhejiang;Pakistan;4035
2020-04-06;Zhejiang;Panama;1988
2020-04-06;Zhejiang;Papua New Guinea;2
2020-04-06;Zhejiang;Paraguay;113
2020-04-06;Zhejiang;Peru;2561
2020-04-06;Zhejiang;Philippines;3660
2020-04-06;Zhejiang;Poland;4413
2020-04-06;Zhejiang;Portugal;11730
2020-04-06;Zhejiang;Qatar;1832
